c1,c2,text,For Class
192818148,3/30/2018,"I'm a 90's baby and I'm a Little Bit Scared. Thank you everyone for all the beautiful messages about this song If you haven't seen the video yet, the link is in my bio.",
193590938,3/30/2018,SOCIETY IS TO BLAME,
19417492,3/30/2018,Seventh-Grade Assignment: Write Letters to Lawmakers Begging for,
19431887,3/30/2018,People saying walk up not walk out are now bullying the survivors who have been speaking publicly. I estimate another 5-10 years of argumentative bullshit before we can have an adult conversation about gun control.,
1945668452,3/30/2018,"Anti-Gun Florida Student Admits To Bullying School Shooter       via "", ""Privileged Whites Leave Inner-City Minorities Defenseless With Gun Control Push     via "")",
196957960,3/30/2018,Lack of  at its finest.,
1976757446,3/30/2018,Two Student victims of the  with totally different opinions on  but you only hear about the Liberal opinion,
199058038,3/30/2018,Read this excellent  article on one of the worldviews at play in the gun control debate.,
20195619,3/30/2018,On this  remembering President Ronald Reagan who was shot 37 years ago today.,
202784976,3/30/2018,Ideology has to be tempered with common sense and reasoning one issue at a time. Some gun restrictions make sense. Ideology is helpful but keep your brain turned on.,
203650771,3/30/2018,"Dude IDK where u got that poll,here is  w/  that maj of gun owners or not favor stronger, sane gun laws! Citizens are law abiding until they ARE NOT and kill 54 in Vegas & more.  issue:  +reversing the",
205909943,3/30/2018,"Although we've been distracted lately with  debates,  &  on every  news show, let us never forget that we have an enemy (who wants us dead) slowly infiltrating  through the guise of",
206045226,3/30/2018,"I know I'm just Teppy. A girl born in Texas, raised in Vegas, proud to be on the right side of history or should I say .",
20623400,3/30/2018,But oh so true!,
20702013,3/30/2018,"  we ALREADY have massive  laws we do not need more Murder being already illegal, as it should be Does not mean we need to ban every possible implement that could be used to commit murder"", ""               "", ""        "", 
""          "", ""_guttenberg won huh? I don't see any new  laws In fact, have you educated yourself yet on the laws we ALREADY have?"")",
20790645,3/30/2018,"\""Kai Koerber, 17, returned to a campus swarming with police officers. To him, extra cops around doesn't mean more people to protect him; it means more chances to become a victim of police brutality.\""     "", ""More Zionist propaganda from . Did Nikolas Cruz \""clash with\"" the students he slaughtered? This is a cold-blooded massacre in service of Israel's ongoing project of ethnic cleansing.      "", 
""These are neither \""clashes\"" nor \""confrontations\"", . You don't describe a mass shooter as \""clashing with\"" or \""confronting\"" his targets. This is a terrorist attack by Israel's military.      "", ""The Zionist project of genocide and ethnic cleansing continues.      "")",
20889358,3/30/2018,And Progressive fascists call Trump Hitler???  Head of  Democrat Party  calls for repeal of the Second Amendment.,
20998770,3/30/2018,"Machete control? They should ban those Knives of war...     Oh, these stupid ass Progressives misspelt  , since they think they win Twitter arguments by becoming our Twitter editors",
211445666,3/30/2018,Anybody else buy an  with nothing but somebody else's business card? Happened to me 3 times last week.,
21159425,3/30/2018,"While  is rejected By 4 colleges to which he applied and whines about it on 3/29/18,heaven forbid your the one explaining to him how any \""buy one,get one free coupon\"" works when he refuses to spend money.But looks for handouts.Poor liberal child. "", ""Trolls can be cute in animated movies on 3/29/18.But these crazed   trolls are uglier than the inside of \""Shrek's toilet\"". "")",
21272853,3/30/2018,"_No_Clue_x  He is not perfect, never said that, we are all flawed. David's efforts to take on gun laws, the NRA and Congress is AMAZING. A kid caring about the future of the world and the safety of kid. Say what did you do after Sandy Hook?",
21441930,3/30/2018,DNC exec Karen Carter Peterson just called for a repeal of the    .,
215108502,3/30/2018,"are the real heroes in this political mix. The  lost their spines to the almighty buck decades ago. Now, thanks to  they've lost their integrity & morality as well. The party, as it stands now, is dead.",
215762606,3/30/2018,US homicides have dropped 39% in the last 18 years Non fatal gun crimes also dropped 69% in the same period I know right! But how many crimes are STOPPED by armed CITIZENS each year? This is NOT including police,
2163751280,3/30/2018,doesn't mean taking all of the guns some folks need to relax just give up the ARs nobody needs to be strapped like it's WW3,
21734558,3/30/2018,"Ah, the smell of dishonest, desperate, blasphemous bullshit in the morning. Smells like... victory.",
218199977,3/30/2018,"My daughter is a 4th grader. She knows governments cannot handle anything in a consistent way bc the nature of the business is that the bosses change periodically, causing a complacent environment. Laws should be in place to cover this loophole.",
21961093,3/30/2018,"Seriously, we're still doing bathroom bills? Actual children are being murdered in our schools regularly, but screw  let's make sure they're safe from the imaginary scourge of trans people, stat!",
2196387060,3/30/2018,"""17 LIVES""        . Portion of the sales of these t-shirts go to Stoneman Douglas Victims Fund. To see other designs please visit:",
2200771147,3/30/2018," fuhgeddaboudit..... David and his mafia have lost the  message with his own off the topic rhetoric."", ""   He's lost his Gun Control message. He's now the Parkland Mafia. If they don't like or believe in what you do you're twitter toast.  isn't changing anything. He's preaching hate & professing he wants love. Good grief.... fuhgeddaboudit his message is lost "")",
220159201,3/30/2018," If  advocates could go back in time and smuggle fully automatic assault rifles to Indians in the trail of tears, would they?"", ""Hey  advocates. A question. If you could go back in time and smuggle fully automatic assault rifles to Indians in the trail of tears, would you?"")",
221546544,3/30/2018,"Gun Control Reducing Violent Crime or Insanity   "", ""Warning: Strategies Progressives Use for Instituting   "")",
22194854,3/30/2018,"A student called his congressman to ask for  and was suspended for cursing. Apparently, Congressman  doesn't believe in . The / is on the case though.",
2227799814,3/30/2018,"Are the rights in the  absolute, or should limits apply as they do for the rest of the Bill of Rights?  "", ""The LATEST Thinking: A few select high school kids lived through a school shooting and are now voicing their opinions about gun policy. A lot of people hate them for that and are being equally as vocal about it.  "")",
224237690,3/30/2018,Children outraged by gun violence in Rhode Island? More like a 'paid fellowship'             _Republican   _Radio,
224787540,3/30/2018,"Although hammers and things like hammers exceed the rifles, they are far less than handguns, which are the most popular weapon of choice, by a wide margin. Be careful about what you read, and go to the source. Also, the main discussion about  is MASS SHOOTINGS",
22781012,3/30/2018," Handler Sounds Off On The  Teens And  -A   &  -          "", "" Ripped On  4 Hiding Behind  In ' '  -        ""
)",
2279363005,3/30/2018,Coming up at 9 pm ET here on  -- our special coverage of a conversation between  and Penn's . They discuss    and more!,
228232630,3/30/2018,"I wonder if  has selected the designs for his hitler youth corps uniforms. He, the progressives and the media are probably already working on plans for the concentration/extermination camps where they are going to send law abiding gunowners",
2288526260,3/30/2018,is rooted in racism.,
22974016,3/30/2018,"Funny how  is acting opposite if what he claims he wants, complains and calls for boycotts when held by media scrutiny. Kind of like another child we know. There is no more disengenous person in the  movement. Pathetic.",
22993266,3/30/2018,"Did you speak out when children were being slaughtered by the US drone program under the Obama administration? Also, you speak as if you know that  would work. Do you know anything about the topic? : learn it and use it.",
233414567,3/30/2018,"Appreciated the opportunity to share my thoughts on this  story. ""Tracking Changes In North Carolina Gun Culture""",
2360186622,3/30/2018,When has a gun ever hurt anyone?,
2367529184,3/30/2018,I think the undeniable and sad truth is that these kids have every right to feel this way about an elevated police presence at their school. This is why any real solution on  needs to include  . The answer to this awful problem can't be more guns.,
23734922,3/30/2018,"_33 And you clearly missed the point of this meme. It's pointing out that guns are more important than human lives to your type of gun owners.  "", ""Thank you!! Your response is a perfect illustration of the problem. So nice of you to provide a example of the mentality of NRA supporters and members.      "")",
239166026,3/30/2018,"Can you explain to me why people are marching about  and protecting our children when we openly allow sexual predators in schools and don't discuss the mass problem????!! Parents, you need to pay attention to your child and quit trusting public schools for safety",
24004171,3/30/2018,"Hey  people who are calling to . I have a question for you! Is this a ""AR15"" or ""assault rifle?""",
24057916,3/30/2018,attacking  and spreading lies. Do not let them get away with is.   foes not mean repeal   lies,
241241150,3/30/2018,The  has proposed to ban & destroy all . Read the published document here and leave feedback for the,
